20082D-11-01_S0_L001_megahit_output_virsorter_k141_856053||full_len:23284	gnl|BL_ORD_ID|237108 YP_009873893.1 |beta-glucosyl-HMC-alpha-glucosyltransferase [Tenacibaculum phage PTm1]	 score  :276.0	 e_val  :3.86851e-23	 q_start  :17734	 q_end  :18618	 s_start  :105	 s_end  :399	 align_len  :311
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|323215 YP_009817229.1 |hypothetical protein HOU73_gp17 [Pectobacterium phage Koot]	 score  :240.0	 e_val  :2.6936e-19	 q_start  :17314	 q_end  :18033	 s_start  :70	 s_end  :314	 align_len  :249
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|291644 YP_009785658.1 |metallo-phosphoesterase [Pectobacterium phage PPWS1]	 score  :239.0	 e_val  :2.71885e-19	 q_start  :17308	 q_end  :18003	 s_start  :69	 s_end  :305	 align_len  :241
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|377077 YP_009625547.1 |putative metallophosphoesterase [Pectobacterium phage vB_PatP_CB5]	 score  :239.0	 e_val  :2.82224e-19	 q_start  :17314	 q_end  :18033	 s_start  :70	 s_end  :314	 align_len  :249
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|323108 YP_009817122.1 |hypothetical protein HOU71_gp21 [Pectobacterium phage Clickz]	 score  :239.0	 e_val  :2.82224e-19	 q_start  :17314	 q_end  :18033	 s_start  :70	 s_end  :314	 align_len  :249
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|317938 YP_009811952.1 |hypothetical protein HOU13_gp32 [Pectobacterium phage Lelidair]	 score  :239.0	 e_val  :2.82224e-19	 q_start  :17314	 q_end  :18033	 s_start  :70	 s_end  :314	 align_len  :249
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|317828 YP_009811842.1 |hypothetical protein HOU11_gp34 [Pectobacterium phage Gaspode]	 score  :239.0	 e_val  :2.82224e-19	 q_start  :17314	 q_end  :18033	 s_start  :70	 s_end  :314	 align_len  :249
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|323347 YP_009817361.1 |hypothetical protein HOU75_gp41 [Pectobacterium phage Zenivior]	 score  :239.0	 e_val  :2.84869e-19	 q_start  :17314	 q_end  :18033	 s_start  :70	 s_end  :314	 align_len  :249
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|318098 YP_009812112.1 |hypothetical protein HOU16_gp29 [Pectobacterium phage Nobby]	 score  :239.0	 e_val  :2.84869e-19	 q_start  :17314	 q_end  :18033	 s_start  :70	 s_end  :314	 align_len  :249
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|437237 YP_009224658.1 |calcineurin-like phosphoesterase [Pectobacterium phage Peat1]	 score  :239.0	 e_val  :2.92955e-19	 q_start  :17314	 q_end  :18033	 s_start  :70	 s_end  :314	 align_len  :249
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|422193 YP_009289632.1 |putative metallophosphoesterase [Pectobacterium phage PP90]	 score  :239.0	 e_val  :3.34171e-19	 q_start  :17314	 q_end  :18033	 s_start  :75	 s_end  :319	 align_len  :249
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|469493 YP_009188333.1 |metallo-phosphoesterase [Klebsiella phage Kp2]	 score  :239.0	 e_val  :3.55223e-19	 q_start  :17392	 q_end  :18036	 s_start  :94	 s_end  :316	 align_len  :224
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|673487 YP_240074.1 |terminase large subunit [Staphylococcus phage 37]	 score  :243.0	 e_val  :4.1394e-19	 q_start  :25106	 q_end  :26176	 s_start  :28	 s_end  :410	 align_len  :392
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|408000 YP_009302726.1 |metallo-phosphoesterase [Klebsiella phage KpV71]	 score  :238.0	 e_val  :4.20121e-19	 q_start  :17386	 q_end  :18036	 s_start  :92	 s_end  :316	 align_len  :226
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|374084 YP_009622554.1 |phosphoesterase [Pseudomonas phage PollyC]	 score  :238.0	 e_val  :4.53407e-19	 q_start  :17308	 q_end  :18033	 s_start  :69	 s_end  :315	 align_len  :251
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|604531 YP_006560943.1 |terminase large subunit [Staphylococcus phage Ipla5]	 score  :241.0	 e_val  :6.31248e-19	 q_start  :25106	 q_end  :26176	 s_start  :30	 s_end  :412	 align_len  :390
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|464105 YP_009216796.1 |putative terminase large subunit [Acinetobacter phage phiAC-1]	 score  :241.0	 e_val  :8.44679e-19	 q_start  :25118	 q_end  :26191	 s_start  :28	 s_end  :419	 align_len  :397
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|456541 YP_009209216.1 |metallophosphoesterase [Proteus phage vB_PmiP_Pm5460]	 score  :236.0	 e_val  :8.52362e-19	 q_start  :17308	 q_end  :18000	 s_start  :77	 s_end  :314	 align_len  :242
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|323160 YP_009817174.1 |metallo-phosphoesterase [Pectobacterium phage Khlen]	 score  :235.0	 e_val  :9.30976e-19	 q_start  :17314	 q_end  :18036	 s_start  :70	 s_end  :316	 align_len  :250
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|305450 YP_009799464.1 |metallo-phosphoesterase [Klebsiella phage myPSH1235]	 score  :232.0	 e_val  :9.7562e-19	 q_start  :17392	 q_end  :18036	 s_start  :39	 s_end  :261	 align_len  :224
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|488357 YP_009152647.1 |metallophosphoesterase [Proteus phage PM 93]	 score  :235.0	 e_val  :1.14746e-18	 q_start  :17308	 q_end  :18003	 s_start  :77	 s_end  :315	 align_len  :243
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|301757 YP_009795771.1 |hypothetical protein HOS47_gp21 [Pseudomonas phage uligo]	 score  :235.0	 e_val  :1.28021e-18	 q_start  :17383	 q_end  :18039	 s_start  :98	 s_end  :322	 align_len  :235
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|283540 YP_009829449.1 |putative DNA-binding protein [Pseudomonas phage PaBG]	 score  :217.0	 e_val  :1.38314e-18	 q_start  :11853	 q_end  :12185	 s_start  :1	 s_end  :108	 align_len  :111
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|293871 YP_009787885.1 |metallo-phosphoesterase [Klebsiella phage KPV811]	 score  :235.0	 e_val  :1.43754e-18	 q_start  :17392	 q_end  :18036	 s_start  :112	 s_end  :334	 align_len  :224
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|644599 YP_002221548.1 |putative peptidase [Bacteroides phage B40-8]	 score  :219.0	 e_val  :1.51753e-18	 q_start  :16460	 q_end  :16822	 s_start  :2	 s_end  :119	 align_len  :121
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|604396 YP_006560808.1 |terminase large subunit [Salmonella phage vB_SosS_Oslo]	 score  :236.0	 e_val  :1.6754e-18	 q_start  :25370	 q_end  :26155	 s_start  :69	 s_end  :343	 align_len  :279
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|131880 YP_010093469.1 |holin [Vibrio phage 1.245.O._10N.261.54.C7]	 score  :219.0	 e_val  :1.96554e-18	 q_start  :16912	 q_end  :17301	 s_start  :1	 s_end  :138	 align_len  :142
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|131784 YP_010093373.1 |holin [Vibrio phage 1.238.A._10N.261.52.F10]	 score  :219.0	 e_val  :1.96554e-18	 q_start  :16912	 q_end  :17301	 s_start  :1	 s_end  :138	 align_len  :142
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|254530 YP_009830700.1 |ParB-like partition protein [Bacillus phage vB_BtS_BMBtp14]	 score  :222.0	 e_val  :2.1209e-18	 q_start  :24207	 q_end  :24596	 s_start  :1	 s_end  :130	 align_len  :134
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|640942 YP_002332511.1 |terminase large subunit [Staphylococcus phage vB_SauS-phiIPLA88]	 score  :237.0	 e_val  :2.29377e-18	 q_start  :25100	 q_end  :26155	 s_start  :26	 s_end  :401	 align_len  :380
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|301443 YP_009795457.1 |metallo-phosphoesterase [Escherichia phage PGT2]	 score  :232.0	 e_val  :2.49458e-18	 q_start  :17311	 q_end  :18036	 s_start  :61	 s_end  :316	 align_len  :257
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|673557 YP_240151.1 |terminase large subunit [Staphylococcus phage EW]	 score  :236.0	 e_val  :2.79052e-18	 q_start  :25307	 q_end  :26176	 s_start  :98	 s_end  :412	 align_len  :321
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|469922 YP_009188763.1 |metallo-phosphoesterase [Klebsiella phage KpV41]	 score  :231.0	 e_val  :3.56661e-18	 q_start  :17392	 q_end  :18036	 s_start  :99	 s_end  :321	 align_len  :224
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|591108 YP_007006593.1 |metallophosphoesterase [Escherichia phage phiKT]	 score  :231.0	 e_val  :3.75535e-18	 q_start  :17311	 q_end  :18033	 s_start  :62	 s_end  :316	 align_len  :256
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|569723 WP_016060724.1 |metallophosphoesterase [Escherichia phage phiKT]	 score  :231.0	 e_val  :3.75535e-18	 q_start  :17311	 q_end  :18033	 s_start  :62	 s_end  :316	 align_len  :256
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|290804 YP_009784818.1 |metallo-phosphoesterase [Klebsiella phage phiBO1E]	 score  :231.0	 e_val  :3.87757e-18	 q_start  :17392	 q_end  :18036	 s_start  :99	 s_end  :321	 align_len  :224
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|293351 YP_009787365.1 |metallo-phosphoesterase [Klebsiella phage KP-Rio/2015]	 score  :229.0	 e_val  :6.79376e-18	 q_start  :17314	 q_end  :18036	 s_start  :70	 s_end  :316	 align_len  :250
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|96050 YP_010667088.1 |terminase large subunit [Erwinia phage Midgardsormr38]	 score  :233.0	 e_val  :6.89397e-18	 q_start  :25100	 q_end  :26155	 s_start  :23	 s_end  :393	 align_len  :377
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|413457 YP_009280688.1 |metallo-phosphoesterase [Klebsiella phage KpV475]	 score  :229.0	 e_val  :7.18341e-18	 q_start  :17314	 q_end  :18036	 s_start  :70	 s_end  :316	 align_len  :250
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|584636 YP_007236337.2 |metallophosphoesterase [Yersinia phage phi80-18]	 score  :228.0	 e_val  :7.54273e-18	 q_start  :17383	 q_end  :18033	 s_start  :88	 s_end  :312	 align_len  :226
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|569873 WP_016064670.1 |metallophosphoesterase [Yersinia phage phi80-18]	 score  :228.0	 e_val  :7.54273e-18	 q_start  :17383	 q_end  :18033	 s_start  :88	 s_end  :312	 align_len  :226
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|294920 YP_009788934.1 |metallo-phosphoesterase [Yersinia phage fHe-Yen3-01]	 score  :228.0	 e_val  :7.54273e-18	 q_start  :17383	 q_end  :18033	 s_start  :88	 s_end  :312	 align_len  :226
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|298360 YP_009792374.1 |metallo-phosphoesterase [Klebsiella phage phiKpS2]	 score  :229.0	 e_val  :7.7342e-18	 q_start  :17314	 q_end  :18036	 s_start  :91	 s_end  :337	 align_len  :250
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|295245 YP_009789259.1 |metallo-phosphoesterase [Klebsiella phage vB_KpnP_KpV74]	 score  :229.0	 e_val  :7.7342e-18	 q_start  :17314	 q_end  :18036	 s_start  :91	 s_end  :337	 align_len  :250
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|532262 YP_009006038.1 |metallo-phosphoesterase [Klebsiella phage F19]	 score  :229.0	 e_val  :8.09982e-18	 q_start  :17392	 q_end  :18036	 s_start  :115	 s_end  :337	 align_len  :224
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|293563 YP_009787577.1 |metallo-phosphoesterase [Klebsiella phage vB_KpnP_KpV48]	 score  :228.0	 e_val  :8.22517e-18	 q_start  :17314	 q_end  :18036	 s_start  :75	 s_end  :321	 align_len  :250
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|618683 YP_004301277.1 |PBSX family terminase large subunit [Brochothrix phage NF5]	 score  :233.0	 e_val  :8.30444e-18	 q_start  :25106	 q_end  :26158	 s_start  :28	 s_end  :407	 align_len  :388
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|452173 YP_009204809.1 |metallo-phosphoesterase [Klebsiella phage vB_KpnP_SU552A]	 score  :229.0	 e_val  :9.49458e-18	 q_start  :17392	 q_end  :18036	 s_start  :112	 s_end  :334	 align_len  :224
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|676189 YP_224236.1 |putative terminase large subunit [Listonella phage phiHSIC]	 score  :228.0	 e_val  :2.67486e-17	 q_start  :25529	 q_end  :26179	 s_start  :175	 s_end  :394	 align_len  :226
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|189024 YP_010053012.1 |terminase large subunit [Aeromonas phage 4_D05]	 score  :228.0	 e_val  :3.40487e-17	 q_start  :25100	 q_end  :26182	 s_start  :25	 s_end  :410	 align_len  :396
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|503773 YP_009098744.1 |replication initiation O-like [Lactobacillus phage Ld3]	 score  :220.0	 e_val  :4.8541e-17	 q_start  :20612	 q_end  :20920	 s_start  :11	 s_end  :113	 align_len  :103
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|173162 YP_010079939.1 |terminase large subunit [Staphylococcus phage Henu2]	 score  :226.0	 e_val  :6.0188e-17	 q_start  :25106	 q_end  :26176	 s_start  :30	 s_end  :412	 align_len  :396
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|674117 YP_240743.1 |terminase large subunit [Staphylococcus phage 92]	 score  :225.0	 e_val  :7.74612e-17	 q_start  :25106	 q_end  :26176	 s_start  :30	 s_end  :412	 align_len  :396
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|674051 YP_240671.1 |terminase large subunit [Staphylococcus phage 88]	 score  :225.0	 e_val  :7.74612e-17	 q_start  :25106	 q_end  :26176	 s_start  :30	 s_end  :412	 align_len  :396
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|503723 YP_009098694.1 |replication initiation O-like [Lactobacillus phage Ld17]	 score  :213.0	 e_val  :2.40052e-16	 q_start  :20612	 q_end  :20914	 s_start  :5	 s_end  :105	 align_len  :101
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|356066 YP_009604536.1 |terminase large subunit [Acinetobacter phage WCHABP1]	 score  :220.0	 e_val  :2.90901e-16	 q_start  :25118	 q_end  :26191	 s_start  :28	 s_end  :419	 align_len  :397
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|352088 YP_009600558.1 |terminase large subunit [Acinetobacter phage WCHABP12]	 score  :220.0	 e_val  :2.90901e-16	 q_start  :25118	 q_end  :26191	 s_start  :28	 s_end  :419	 align_len  :397
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|609342 YP_005098318.1 |hypothetical protein S-CBS4_gp019 [Synechococcus phage S-CBS4]	 score  :199.0	 e_val  :3.28381e-16	 q_start  :11877	 q_end  :12176	 s_start  :1	 s_end  :101	 align_len  :110
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|607637 YP_006383766.1 |putative phage terminase large subunit [Acinetobacter phage AP22]	 score  :219.0	 e_val  :3.90946e-16	 q_start  :25118	 q_end  :26191	 s_start  :28	 s_end  :419	 align_len  :398
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|674181 YP_240816.1 |terminase large subunit [Staphylococcus phage X2]	 score  :219.0	 e_val  :3.94804e-16	 q_start  :25106	 q_end  :26176	 s_start  :30	 s_end  :412	 align_len  :396
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|572193 YP_007877419.1 |hypothetical protein VPBG_00258 [Vibrio phage helene 12B3]	 score  :201.0	 e_val  :6.04511e-16	 q_start  :16927	 q_end  :17301	 s_start  :10	 s_end  :145	 align_len  :136
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|306557 YP_009800571.1 |hypothetical protein HOT09_gp21 [Pseudomonas phage Nerthus]	 score  :214.0	 e_val  :6.56275e-16	 q_start  :17398	 q_end  :18039	 s_start  :104	 s_end  :323	 align_len  :224
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|541635 YP_008859613.1 |replication initiation O-like [Lactobacillus phage LL-Ku]	 score  :210.0	 e_val  :6.69183e-16	 q_start  :20612	 q_end  :20914	 s_start  :5	 s_end  :105	 align_len  :101
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|603961 YP_006560240.1 |phage terminase large subunit [Marinomonas phage P12026]	 score  :217.0	 e_val  :6.92825e-16	 q_start  :25100	 q_end  :26176	 s_start  :22	 s_end  :401	 align_len  :387
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|503398 YP_009097913.1 |replication initiation O-like [Lactobacillus phage Ld25A]	 score  :210.0	 e_val  :7.21847e-16	 q_start  :20612	 q_end  :20920	 s_start  :8	 s_end  :110	 align_len  :103
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|706082 NP_690654.1 |PBSX family terminase large subunit [Bacillus phage SPP1]	 score  :215.0	 e_val  :1.29123e-15	 q_start  :25310	 q_end  :26158	 s_start  :98	 s_end  :408	 align_len  :316
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|107496 YP_010644236.1 |putative terminase large subunit [Bacillus phage vB_BspS_SplendidRed]	 score  :213.0	 e_val  :1.98482e-15	 q_start  :25310	 q_end  :26158	 s_start  :99	 s_end  :409	 align_len  :314
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|66944 YP_010685589.1 |large terminase subunit [Klebsiella phage ZCKP8]	 score  :214.0	 e_val  :2.53424e-15	 q_start  :25118	 q_end  :26191	 s_start  :89	 s_end  :473	 align_len  :395
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|614748 YP_004934604.1 |major capsid protein [Synechococcus phage S-CBS1]	 score  :217.0	 e_val  :2.59498e-15	 q_start  :11850	 q_end  :12185	 s_start  :8	 s_end  :118	 align_len  :112
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|673707 YP_240307.1 |PBSX family terminase large subunit [Staphylococcus phage ROSA]	 score  :211.0	 e_val  :3.58754e-15	 q_start  :25106	 q_end  :26188	 s_start  :30	 s_end  :416	 align_len  :394
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|518279 YP_009037272.1 |hypothetical protein GJ22_gp070 [Nitrincola phage 1M3-16]	 score  :206.0	 e_val  :3.87241e-15	 q_start  :17356	 q_end  :17862	 s_start  :103	 s_end  :279	 align_len  :178
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|673781 YP_240381.1 |terminase large subunit [Staphylococcus phage 71]	 score  :210.0	 e_val  :4.56859e-15	 q_start  :25106	 q_end  :26188	 s_start  :30	 s_end  :416	 align_len  :394
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|107663 YP_010644403.1 |terminase large subunit [Bacillus phage 049ML001]	 score  :210.0	 e_val  :4.9491e-15	 q_start  :25310	 q_end  :26158	 s_start  :98	 s_end  :408	 align_len  :316
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|188375 YP_010054237.1 |terminase large subunit [Shigella phage DS8]	 score  :211.0	 e_val  :6.50365e-15	 q_start  :25118	 q_end  :26191	 s_start  :83	 s_end  :467	 align_len  :396
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|107422 YP_010644162.1 |terminase large subunit [Bacillus phage Ray17]	 score  :207.0	 e_val  :6.90567e-15	 q_start  :25310	 q_end  :26158	 s_start  :50	 s_end  :360	 align_len  :314
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|188949 YP_010052937.1 |terminase large subunit [Aeromonas phage 2_D05]	 score  :209.0	 e_val  :7.56448e-15	 q_start  :25118	 q_end  :26182	 s_start  :27	 s_end  :406	 align_len  :396
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|676093 YP_224140.1 |PBSX family terminase large subunit [Enterobacteria phage ES18]	 score  :209.0	 e_val  :7.73341e-15	 q_start  :25115	 q_end  :26155	 s_start  :28	 s_end  :415	 align_len  :401
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|66841 YP_010685486.1 |terminase large subunit [Klebsiella phage KP591P3]	 score  :210.0	 e_val  :7.91941e-15	 q_start  :25118	 q_end  :26191	 s_start  :83	 s_end  :469	 align_len  :397
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|66722 YP_010685367.1 |terminase large subunit [Klebsiella phage KP591P1]	 score  :210.0	 e_val  :7.91941e-15	 q_start  :25118	 q_end  :26191	 s_start  :83	 s_end  :469	 align_len  :397
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|188623 YP_010054485.1 |terminase large subunit [Klebsiella virus KpV2811]	 score  :212.0	 e_val  :1.05456e-14	 q_start  :25316	 q_end  :26191	 s_start  :502	 s_end  :832	 align_len  :331
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|306602 YP_009800616.1 |hypothetical protein HOT10_gp21 [Pseudomonas phage Achelous]	 score  :204.0	 e_val  :1.05928e-14	 q_start  :17392	 q_end  :18006	 s_start  :101	 s_end  :314	 align_len  :218
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|673149 YP_239721.1 |terminase large subunit [Staphylococcus phage 85]	 score  :208.0	 e_val  :1.08682e-14	 q_start  :25100	 q_end  :26155	 s_start  :26	 s_end  :403	 align_len  :382
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|648276 YP_001949840.1 |terminase large subunit [Staphylococcus phage phiMR25]	 score  :208.0	 e_val  :1.08682e-14	 q_start  :25100	 q_end  :26155	 s_start  :26	 s_end  :403	 align_len  :382
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|465664 YP_009218421.1 |terminase large subunit [Staphylococcus phage SA97]	 score  :208.0	 e_val  :1.08682e-14	 q_start  :25100	 q_end  :26155	 s_start  :26	 s_end  :403	 align_len  :382
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|66513 YP_010685158.1 |terminase large subunit [Klebsiella phage VLCpiS13f]	 score  :209.0	 e_val  :1.14649e-14	 q_start  :25118	 q_end  :26191	 s_start  :83	 s_end  :466	 align_len  :394
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|306511 YP_009800525.1 |hypothetical protein HOT08_gp19 [Pseudomonas phage Njord]	 score  :204.0	 e_val  :1.25624e-14	 q_start  :17398	 q_end  :18039	 s_start  :103	 s_end  :322	 align_len  :230
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|583750 YP_007006567.1 |terminase large subunit [Agrobacterium phage 7-7-1]	 score  :206.0	 e_val  :1.44303e-14	 q_start  :25115	 q_end  :26155	 s_start  :22	 s_end  :378	 align_len  :365
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|605366 YP_006488735.1 |N-terminus of phage terminase large subunit [Enterococcus phage BC611]	 score  :200.0	 e_val  :1.48755e-14	 q_start  :25100	 q_end  :25756	 s_start  :31	 s_end  :266	 align_len  :237
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|517382 YP_009036375.1 |terminase large subunit [Enterococcus phage VD13]	 score  :200.0	 e_val  :1.48755e-14	 q_start  :25100	 q_end  :25756	 s_start  :31	 s_end  :266	 align_len  :237
